target_id	name	fam	tdl	idg2	protein_id	sym	family	geneid	uniprot	up_version	stringid	chr	description	dtoid
4497	Probable ATP-dependent RNA helicase DDX59	Enzyme	Tdark	0	4497	DDX59	Belongs to the DEAD box helicase family. DDX59 subfamily.	83479	Q5T1V6	1	ENSP00000330460	1q32.1	Probable ATP-dependent RNA helicase DDX59	None
4498	Probable ATP-dependent RNA helicase DDX6	Enzyme	Tbio	0	4498	DDX6	Belongs to the DEAD box helicase family. DDX6/DHH1 subfamily.	1656	P26196	2	ENSP00000264018	11q23.3	Probable ATP-dependent RNA helicase DDX6	None
4499	Peroxisomal 2,4-dienoyl-CoA reductase	Enzyme	Tbio	0	4499	DECR2	Belongs to the short-chain dehydrogenases/reductases (SDR) family. 2,4-dienoyl-CoA reductase subfamily.	26063	Q9NUI1	1	ENSP00000219481	16p13.3	Peroxisomal 2,4-dienoyl-CoA reductase	None
4500	DNA-binding death effector domain-containing protein 2	None	Tbio	0	4500	DEDD2	None	162989	Q8WXF8	1	ENSP00000470082	19q13.2	DNA-binding death effector domain-containing protein 2	None
4501	Death effector domain-containing protein	None	Tbio	0	4501	DEDD	None	9191	O75618	1	ENSP00000356985	1q23.3	Death effector domain-containing protein	None
4502	Neutrophil defensin 3	None	Tbio	0	4502	DEFA3	Belongs to the alpha-defensin family.	1668	P59666	1	ENSP00000328359	8p23.1	Neutrophil defensin 3	None
4503	Defensin-5	None	Tbio	0	4503	DEFA5	Belongs to the alpha-defensin family.	1670	Q01523	1	ENSP00000329890	8p23.1	Defensin-5	None
4504	Defensin-6	None	Tbio	0	4504	DEFA6	Belongs to the alpha-defensin family.	1671	Q01524	1	ENSP00000297436	8p23.1	Defensin-6	None
4505	Differentially expressed in FDCP 6 homolog	None	Tbio	0	4505	DEF6	None	50619	Q9H4E7	1	ENSP00000319831	6p21.31	Differentially expressed in FDCP 6 homolog	None
4506	DNA fragmentation factor subunit alpha	None	Tbio	0	4506	DFFA	None	1676	O00273	1	ENSP00000366237	1p36.22	DNA fragmentation factor subunit alpha	None
4507	Putative diacylglycerol O-acyltransferase 2-like protein DGAT2L7P	Enzyme	Tbio	0	4507	DGAT2L7P	Belongs to the diacylglycerol acyltransferase family.	646409	Q6IED9	2	ENSP00000368732	7q22.1	Putative diacylglycerol O-acyltransferase 2-like protein DGAT2L7P	None
4508	Protein DGCR14	None	Tbio	0	4508	ESS2	Belongs to the DGCR14 family.	8220	Q96DF8	1	ENSP00000252137	22q11.21	Protein DGCR14	None
4509	Diacylglycerol kinase alpha	Kinase	Tbio	0	4509	DGKA	Belongs to the eukaryotic diacylglycerol kinase family.	1606	P23743	3	ENSP00000328405	12q13.2	Diacylglycerol kinase alpha	DTO_03100107
4510	Diacylglycerol kinase beta	Enzyme	Tbio	0	4510	DGKB	Belongs to the eukaryotic diacylglycerol kinase family.	1607	Q9Y6T7	2	ENSP00000382260	7p21.2	Diacylglycerol kinase beta	None
4511	Diacylglycerol kinase gamma	Enzyme	Tbio	0	4511	DGKG	Belongs to the eukaryotic diacylglycerol kinase family.	1608	P49619	3	ENSP00000265022	3q27.2-q27.3	Diacylglycerol kinase gamma	None
4512	Dihydropteridine reductase	Enzyme	Tchem	0	4512	QDPR	Belongs to the short-chain dehydrogenases/reductases (SDR) family.	5860	P09417	2	ENSP00000281243	4p15.32	Dihydropteridine reductase	None
4513	Dehydrogenase/reductase SDR family member 11	Enzyme	Tbio	0	4513	DHRS11	Belongs to the short-chain dehydrogenases/reductases (SDR) family.	79154	Q6UWP2	1	ENSP00000251312	17q12	Dehydrogenase/reductase SDR family member 11	None
4514	Short-chain dehydrogenase/reductase 3	Enzyme	Tbio	0	4514	DHRS3	Belongs to the short-chain dehydrogenases/reductases (SDR) family.	9249	O75911	2	ENSP00000365397	1p36.21	Short-chain dehydrogenase/reductase 3	None
4515	Dehydrogenase/reductase SDR family member on chromosome X	Enzyme	Tdark	0	4515	DHRSX	Belongs to the short-chain dehydrogenases/reductases (SDR) family.	207063	Q8N5I4	2	ENSP00000334113	Xp22.33 and Yp11.2	Dehydrogenase/reductase SDR family member on chromosome X	None
4516	Putative ATP-dependent RNA helicase DHX57	Enzyme	Tdark	0	4516	DHX57	Belongs to the DEAD box helicase family. DEAH subfamily.	90957	Q6P158	2	ENSP00000295373	2p22.1	Putative ATP-dependent RNA helicase DHX57	None
4517	ATP-dependent RNA helicase DHX8	Enzyme	Tbio	0	4517	DHX8	Belongs to the DEAD box helicase family. DEAH subfamily. DDX8/PRP22 sub-subfamily.	1659	Q14562	1	ENSP00000262415	17q21.31	ATP-dependent RNA helicase DHX8	None
4518	ATP-dependent RNA helicase A	Enzyme	Tbio	0	4518	DHX9	Belongs to the DEAD box helicase family. DEAH subfamily.	1660	Q08211	4	ENSP00000356520	1q25.3	ATP-dependent RNA helicase A	None
4519	Protein dispatched homolog 1	None	Tbio	0	4519	DISP1	Belongs to the dispatched family.	84976	Q96F81	3	ENSP00000284476	1q41	Protein dispatched homolog 1	None
4520	Protein dispatched homolog 2	None	Tdark	0	4520	DISP2	Belongs to the dispatched family.	85455	A7MBM2	2	ENSP00000267889	15q15.1	Protein dispatched homolog 2	None
4521	Dead end protein homolog 1	None	Tbio	0	4521	DND1	None	373863	Q8IYX4	1	ENSP00000445366	5q31.3	Dead end protein homolog 1	None
4522	Delta and Notch-like epidermal growth factor-related receptor	None	Tbio	0	4522	DNER	None	92737	Q8NFT8	1	ENSP00000345229	2q36.3	Delta and Notch-like epidermal growth factor-related receptor	None
4523	DnaJ homolog subfamily C member 5B	None	Tdark	0	4523	DNAJC5B	None	85479	Q9UF47	2	ENSP00000276570	8q13.1	DnaJ homolog subfamily C member 5B	None
4524	DnaJ homolog subfamily A member 3, mitochondrial	None	Tbio	0	4524	DNAJA3	None	9093	Q96EY1	2	ENSP00000262375	16p13.3	DnaJ homolog subfamily A member 3, mitochondrial	None
4525	DnaJ homolog subfamily B member 1	None	Tbio	0	4525	DNAJB1	None	3337	P25685	4	ENSP00000254322	19p13.12	DnaJ homolog subfamily B member 1	None
4526	DnaJ homolog subfamily C member 8	None	Tbio	0	4526	DNAJC8	None	22826	O75937	2	ENSP00000263697	1p35.3	DnaJ homolog subfamily C member 8	None
4527	DNA (cytosine-5)-methyltransferase 3B	Epigenetic	Tchem	0	4527	DNMT3B	Belongs to the class I-like SAM-binding methyltransferase superfamily. C5-methyltransferase family.	1789	Q9UBC3	1	ENSP00000328547	20q11.21	DNA (cytosine-5)-methyltransferase 3B	None
4528	DNA (cytosine-5)-methyltransferase 3-like	Enzyme	Tbio	0	4528	DNMT3L	None	29947	Q9UJW3	3	ENSP00000270172	21q22.3	DNA (cytosine-5)-methyltransferase 3-like	None
4529	Aspartyl aminopeptidase	Enzyme	Tchem	0	4529	DNPEP	Belongs to the peptidase M18 family.	23549	Q9ULA0	1	ENSP00000273075	2q35	Aspartyl aminopeptidase	None
4530	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	Enzyme	Tchem	0	4530	DNPH1	Belongs to the 2'-deoxynucleoside 5'-phosphate N-hydrolase 1 family.	10591	O43598	1	ENSP00000230431	6p21.1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	None
4531	Deoxyribonuclease-2-alpha	Enzyme	Tbio	0	4531	DNASE2	Belongs to the DNase II family.	1777	O00115	2	ENSP00000222219	19p13.13	Deoxyribonuclease-2-alpha	None
4532	HLA class II histocompatibility antigen, DO beta chain	None	Tbio	0	4532	HLA-DOB	Belongs to the MHC class II family.	3112	P13765	1	ENSP00000390020	6p21.32	HLA class II histocompatibility antigen, DO beta chain	None
4533	Dedicator of cytokinesis protein 10	None	Tbio	0	4533	DOCK10	Belongs to the DOCK family.	55619	Q96BY6	3	ENSP00000258390	2q36.2	Dedicator of cytokinesis protein 10	None
4534	Dedicator of cytokinesis protein 11	None	Tdark	0	4534	DOCK11	Belongs to the DOCK family.	139818	Q5JSL3	2	ENSP00000276202	Xq24	Dedicator of cytokinesis protein 11	None
4535	Double C2-like domain-containing protein alpha	None	Tbio	0	4535	DOC2A	None	8448	Q14183	5	ENSP00000340017	16p11.2	Double C2-like domain-containing protein alpha	None
4536	Dedicator of cytokinesis protein 3	None	Tbio	0	4536	DOCK3	Belongs to the DOCK family.	1795	Q8IZD9	1	ENSP00000266037	3p21.2	Dedicator of cytokinesis protein 3	None
4537	Dedicator of cytokinesis protein 5	None	Tbio	0	4537	DOCK5	Belongs to the DOCK family.	80005	Q9H7D0	3	ENSP00000276440	8p21.2	Dedicator of cytokinesis protein 5	None
4538	Dedicator of cytokinesis protein 7	None	Tbio	0	4538	DOCK7	Belongs to the DOCK family.	85440	Q96N67	4	ENSP00000340742	1p31.3	Dedicator of cytokinesis protein 7	None
4539	Docking protein 2	None	Tbio	0	4539	DOK2	Belongs to the DOK family. Type A subfamily.	9046	O60496	2	ENSP00000276420	8p21.3	Docking protein 2	None
4540	Docking protein 3	None	Tbio	0	4540	DOK3	Belongs to the DOK family. Type A subfamily.	79930	Q7L591	2	ENSP00000349727	5q35.3	Docking protein 3	None
4541	Docking protein 4	None	Tbio	0	4541	DOK4	Belongs to the DOK family. Type B subfamily.	55715	Q8TEW6	2	ENSP00000344277	16q21	Docking protein 4	None
4542	Dolichyldiphosphatase 1	Enzyme	Tdark	0	4542	DOLPP1	Belongs to the dolichyldiphosphatase family.	57171	Q86YN1	1	ENSP00000361625	9q34.11	Dolichyldiphosphatase 1	None
4543	Diphthine methyl ester synthase	Enzyme	Tbio	0	4543	DPH5	Belongs to the diphthine synthase family.	51611	Q9H2P9	2	ENSP00000359127	1p21.2	Diphthine methyl ester synthase	None
4544	Diphthine methyltransferase	Enzyme	Tbio	0	4544	DPH7	Belongs to the DPH7 family.	92715	Q9BTV6	2	ENSP00000277540	9q34.3	Diphthine methyltransferase	None
4545	Homeobox protein DBX2	TF	Tdark	0	4545	DBX2	Belongs to the H2.0 homeobox family.	440097	Q6ZNG2	2	ENSP00000331470	12q12	Homeobox protein DBX2	None
4546	Cytoplasmic dynein 1 intermediate chain 1	None	Tbio	0	4546	DYNC1I1	Belongs to the dynein intermediate chain family.	1780	O14576	2	ENSP00000320130	7q21.3	Cytoplasmic dynein 1 intermediate chain 1	None
4547	Cytoplasmic dynein 1 intermediate chain 2	None	Tbio	0	4547	DYNC1I2	Belongs to the dynein intermediate chain family.	1781	Q13409	3	ENSP00000380308	2q31.1	Cytoplasmic dynein 1 intermediate chain 2	None
4548	Cytoplasmic dynein 1 light intermediate chain 2	None	Tbio	0	4548	DYNC1LI2	Belongs to the dynein light intermediate chain family.	1783	O43237	1	ENSP00000258198	16q22.1	Cytoplasmic dynein 1 light intermediate chain 2	None
4549	Cytoplasmic dynein 2 light intermediate chain 1	None	Tbio	0	4549	DYNC2LI1	Belongs to the dynein light intermediate chain family.	51626	Q8TCX1	1	ENSP00000260605	2p21	Cytoplasmic dynein 2 light intermediate chain 1	None
4550	DDB1- and CUL4-associated factor 4-like protein 2	None	Tdark	0	4550	DCAF4L2	None	138009	Q8NA75	1	ENSP00000316496	8q21.3	DDB1- and CUL4-associated factor 4-like protein 2	None
4551	DDB1- and CUL4-associated factor 8-like protein 2	None	Tdark	0	4551	DCAF8L2	Belongs to the WD repeat DCAF8 family.	347442	P0C7V8	2	ENSP00000462745	Xp21.3	DDB1- and CUL4-associated factor 8-like protein 2	None
4552	DDB1- and CUL4-associated factor 10	None	Tdark	0	4552	DCAF10	Belongs to the WD repeat DCAF10 family.	79269	Q5QP82	1	ENSP00000366953	9p13.2	DDB1- and CUL4-associated factor 10	None
4553	DDB1- and CUL4-associated factor 13	None	Tbio	0	4553	DCAF13	Belongs to the WD repeat DCAF13/WDSOF1 family.	25879	Q9NV06	2	ENSP00000297579	8q22.3	DDB1- and CUL4-associated factor 13	None
4554	DDB1- and CUL4-associated factor 16	None	Tdark	0	4554	DCAF16	None	54876	Q9NXF7	1	ENSP00000371682	4p15.31	DDB1- and CUL4-associated factor 16	None
4555	DDB1- and CUL4-associated factor 4	None	Tdark	0	4555	DCAF4	None	26094	Q8WV16	3	ENSP00000351147	14q24.2	DDB1- and CUL4-associated factor 4	None
4556	Discoidin, CUB and LCCL domain-containing protein 1	None	Tdark	0	4556	DCBLD1	None	285761	Q8N8Z6	2	ENSP00000296955	6q22.1	Discoidin, CUB and LCCL domain-containing protein 1	None
4557	Discoidin, CUB and LCCL domain-containing protein 2	None	Tbio	0	4557	DCBLD2	None	131566	Q96PD2	1	ENSP00000321573	3q12.1	Discoidin, CUB and LCCL domain-containing protein 2	None
4558	Sister chromatid cohesion protein DCC1	None	Tbio	0	4558	DSCC1	Belongs to the DCC1 family.	79075	Q9BVC3	2	ENSP00000322180	8q24.12	Sister chromatid cohesion protein DCC1	None
4559	Doublecortin domain-containing protein 5	None	Tbio	0	4559	DCDC5	None	100506627	Q6ZRR9	2	ENSP00000389792	11p14.1	Doublecortin domain-containing protein 5	None
4560	DCN1-like protein 1	None	Tbio	0	4560	DCUN1D1	None	54165	Q96GG9	1	ENSP00000292782	3q26.33	DCN1-like protein 1	None
4561	DCN1-like protein 5	None	Tdark	0	4561	DCUN1D5	None	84259	Q9BTE7	1	ENSP00000260247	11q22.3	DCN1-like protein 5	None
4562	Ornithine decarboxylase	Enzyme	Tclin	0	4562	ODC1	Belongs to the Orn/Lys/Arg decarboxylase class-II family.	4953	P11926	2	ENSP00000234111	2p25.1	Ornithine decarboxylase	None
4563	mRNA-decapping enzyme 1A	None	Tbio	0	4563	DCP1A	Belongs to the DCP1 family.	55802	Q9NPI6	2	None	3p21.1	mRNA-decapping enzyme 1A	None
4564	DNA cross-link repair 1A protein	None	Tbio	0	4564	DCLRE1A	Belongs to the DNA repair metallo-beta-lactamase (DRMBL) family.	9937	Q6PJP8	3	ENSP00000355185	10q25.3	DNA cross-link repair 1A protein	None
4565	E3 ubiquitin-protein ligase DCST1	None	Tdark	0	4565	DCST1	None	149095	Q5T197	1	ENSP00000295542	1q21.3	E3 ubiquitin-protein ligase DCST1	None
4566	Dynactin subunit 1	None	Tbio	0	4566	DCTN1	Belongs to the dynactin 150 kDa subunit family.	1639	Q14203	3	ENSP00000354791	2p13.1	Dynactin subunit 1	None
4567	Dynactin subunit 5	None	Tdark	0	4567	DCTN5	Belongs to the dynactin subunits 5/6 family. Dynactin subunit 5 subfamily.	84516	Q9BTE1	1	ENSP00000300087	16p12.2	Dynactin subunit 5	None
4568	Neuronal migration protein doublecortin	None	Tbio	0	4568	DCX	None	1641	O43602	4	ENSP00000337697	Xq23	Neuronal migration protein doublecortin	None
4569	DNA damage-binding protein 1	None	Tbio	0	4569	DDB1	Belongs to the DDB1 family.	1642	Q16531	1	ENSP00000301764	11q12.2	DNA damage-binding protein 1	None
4570	Phospholipase DDHD1	Enzyme	Tbio	0	4570	DDHD1	Belongs to the PA-PLA1 family.	80821	Q8NEL9	2	ENSP00000327104	14q22.1	Phospholipase DDHD1	None
4571	DNA damage-induced apoptosis suppressor protein	None	Tbio	0	4571	DDIAS	None	220042	Q8IXT1	2	ENSP00000414687	11q14.1	DNA damage-induced apoptosis suppressor protein	None
4572	DNA damage-inducible transcript 3 protein	TF	Tchem	0	4572	DDIT3	Belongs to the bZIP family.	1649	P35638	1	ENSP00000447803	12q13.3	DNA damage-inducible transcript 3 protein	None
4573	Epithelial discoidin domain-containing receptor 1	Kinase	Tchem	0	4573	DDR1	Belongs to the protein kinase superfamily. Tyr protein kinase family. Insulin receptor subfamily.	780	Q08345	1	None	6p21.33	Epithelial discoidin domain-containing receptor 1	DTO_03100105
4574	Probable ATP-dependent RNA helicase DDX17	Enzyme	Tbio	0	4574	DDX17	Belongs to the DEAD box helicase family. DDX5/DBP2 subfamily.	10521	Q92841	2	ENSP00000380033	22q13.1	Probable ATP-dependent RNA helicase DDX17	None
4575	ATP-dependent RNA helicase DDX1	Enzyme	Tbio	0	4575	DDX1	Belongs to the DEAD box helicase family. DDX1 subfamily.	1653	Q92499	2	ENSP00000233084	2p24.3	ATP-dependent RNA helicase DDX1	None
4576	Nucleolar RNA helicase 2	Enzyme	Tbio	0	4576	DDX21	Belongs to the DEAD box helicase family. DDX21/DDX50 subfamily.	9188	Q9NR30	5	ENSP00000346120	10q22.1	Nucleolar RNA helicase 2	None
4577	Probable ATP-dependent RNA helicase DDX28	Enzyme	Tbio	0	4577	DDX28	Belongs to the DEAD box helicase family.	55794	Q9NUL7	2	ENSP00000332340	16q22.1	Probable ATP-dependent RNA helicase DDX28	None
4578	Probable ATP-dependent RNA helicase DDX49	Enzyme	Tdark	0	4578	DDX49	Belongs to the DEAD box helicase family. DDX49/DBP8 subfamily.	54555	Q9Y6V7	1	ENSP00000247003	19p13.11	Probable ATP-dependent RNA helicase DDX49	None
4579	Probable ATP-dependent RNA helicase DDX4	Enzyme	Tbio	0	4579	DDX4	Belongs to the DEAD box helicase family. DDX4/VASA subfamily.	54514	Q9NQI0	2	ENSP00000424838	5q11.2	Probable ATP-dependent RNA helicase DDX4	None
4580	Probable ATP-dependent RNA helicase DDX52	Enzyme	Tbio	0	4580	DDX52	Belongs to the DEAD box helicase family. DDX52/ROK1 subfamily.	11056	Q9Y2R4	3	ENSP00000268854	17q12	Probable ATP-dependent RNA helicase DDX52	None
4581	ATP-dependent RNA helicase DDX54	Enzyme	Tbio	0	4581	DDX54	Belongs to the DEAD box helicase family. DDX54/DBP10 subfamily.	79039	Q8TDD1	2	ENSP00000323858	12q24.13	ATP-dependent RNA helicase DDX54	None
4582	Probable ATP-dependent RNA helicase DDX60-like	Enzyme	Tdark	0	4582	DDX60L	Belongs to the helicase family.	91351	Q5H9U9	2	ENSP00000260184	4q32.3	Probable ATP-dependent RNA helicase DDX60-like	None
4583	2,4-dienoyl-CoA reductase, mitochondrial	Enzyme	Tbio	0	4583	DECR1	Belongs to the short-chain dehydrogenases/reductases (SDR) family. 2,4-dienoyl-CoA reductase subfamily.	1666	Q16698	1	ENSP00000220764	8q21.3	2,4-dienoyl-CoA reductase, mitochondrial	None
4584	Neutrophil defensin 1	None	Tbio	0	4584	DEFA1B	Belongs to the alpha-defensin family.	728358	P59665	1	ENSP00000372136	8p23.1	Neutrophil defensin 1	None
4585	DEP domain-containing protein 1B	None	Tbio	0	4585	DEPDC1B	None	55789	Q8WUY9	2	ENSP00000265036	5q12.1	DEP domain-containing protein 1B	None
4586	DEP domain-containing protein 7	None	Tdark	0	4586	DEPDC7	Belongs to the DEPDC7 family.	91614	Q96QD5	1	ENSP00000241051	11p13	DEP domain-containing protein 7	None
4587	Deuterosome assembly protein 1	None	Tdark	0	4587	DEUP1	Belongs to the CEP63 family.	159989	Q05D60	2	ENSP00000298050	11q21	Deuterosome assembly protein 1	None
4588	Diacylglycerol O-acyltransferase 2	Enzyme	Tchem	0	4588	DGAT2	Belongs to the diacylglycerol acyltransferase family.	84649	Q96PD7	2	ENSP00000228027	11q13.5	Diacylglycerol O-acyltransferase 2	None
4589	Very-long-chain 3-oxoacyl-CoA reductase	Enzyme	Tbio	0	4589	HSD17B12	Belongs to the short-chain dehydrogenases/reductases (SDR) family. 17-beta-HSD 3 subfamily.	51144	Q53GQ0	2	ENSP00000278353	11p11.2	Very-long-chain 3-oxoacyl-CoA reductase	None
4590	Delta(24)-sterol reductase	Enzyme	Tbio	0	4590	DHCR24	Belongs to the FAD-binding oxidoreductase/transferase type 4 family.	1718	Q15392	2	ENSP00000360316	1p32.3	Delta(24)-sterol reductase	None
4591	Glutamate dehydrogenase 2, mitochondrial	Enzyme	Tbio	0	4591	GLUD2	Belongs to the Glu/Leu/Phe/Val dehydrogenases family.	2747	P49448	2	ENSP00000327589	Xq24	Glutamate dehydrogenase 2, mitochondrial	None
4592	Corticosteroid 11-beta-dehydrogenase isozyme 1	Enzyme	Tclin	0	4592	HSD11B1	Belongs to the short-chain dehydrogenases/reductases (SDR) family.	3290	P28845	3	ENSP00000261465	1q32.2	Corticosteroid 11-beta-dehydrogenase isozyme 1	None
4593	Dehydrogenase/reductase SDR family member 2, mitochondrial	Enzyme	Tbio	0	4593	DHRS2	Belongs to the short-chain dehydrogenases/reductases (SDR) family.	10202	Q13268	4	ENSP00000344674	14q11.2	Dehydrogenase/reductase SDR family member 2, mitochondrial	None
4594	Dehydrogenase/reductase SDR family member 7	Enzyme	Tbio	0	4594	DHRS7	Belongs to the short-chain dehydrogenases/reductases (SDR) family.	51635	Q9Y394	1	ENSP00000216500	14q23.1	Dehydrogenase/reductase SDR family member 7	None
4595	Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial	Enzyme	Tbio	0	4595	DHTKD1	Belongs to the alpha-ketoglutarate dehydrogenase family.	55526	Q96HY7	2	ENSP00000263035	10p14	Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial	None
4596	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	Enzyme	Tbio	0	4596	DHX15	Belongs to the DEAD box helicase family. DEAH subfamily. DDX15/PRP43 sub-subfamily.	1665	O43143	2	ENSP00000336741	4p15.2	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	None
4597	Probable ATP-dependent RNA helicase DHX34	Enzyme	Tbio	0	4597	DHX34	Belongs to the DEAD box helicase family. DEAH subfamily.	9704	Q14147	2	ENSP00000331907	19q13.32	Probable ATP-dependent RNA helicase DHX34	None
4598	Probable ATP-dependent RNA helicase DHX37	Enzyme	Tbio	0	4598	DHX37	Belongs to the DEAD box helicase family. DEAH subfamily.	57647	Q8IY37	1	ENSP00000311135	12q24.31	Probable ATP-dependent RNA helicase DHX37	None
4599	Dynein light chain roadblock-type 2	None	Tbio	0	4599	DYNLRB2	Belongs to the GAMAD family.	83657	Q8TF09	1	ENSP00000302936	16q23.2	Dynein light chain roadblock-type 2	None
4600	Doublesex- and mab-3-related transcription factor 2	TF	Tdark	0	4600	DMRT2	Belongs to the DMRT family.	10655	Q9Y5R5	2	ENSP00000305785	9p24.3	Doublesex- and mab-3-related transcription factor 2	None
4601	Doublesex- and mab-3-related transcription factor B1	TF	Tdark	0	4601	DMRTB1	Belongs to the DMRT family.	63948	Q96MA1	1	ENSP00000360500	1p32.3	Doublesex- and mab-3-related transcription factor B1	None
4602	Doublesex- and mab-3-related transcription factor A2	TF	Tbio	0	4602	DMRTA2	Belongs to the DMRT family.	63950	Q96SC8	2	ENSP00000383909	1p32.3	Doublesex- and mab-3-related transcription factor A2	None
4603	DmX-like protein 2	None	Tbio	0	4603	DMXL2	None	23312	Q8TDJ6	2	ENSP00000441858	15q21.2	DmX-like protein 2	None
4604	Dynein intermediate chain 1, axonemal	None	Tbio	0	4604	DNAI1	Belongs to the dynein intermediate chain family.	27019	Q9UI46	1	ENSP00000242317	9p13.3	Dynein intermediate chain 1, axonemal	None
4605	Putative uncharacterized protein DNAJC9-AS1	None	Tdark	0	4605	DNAJC9-AS1	None	414245	A6NH13	2	ENSP00000394678	10q22.2	Putative uncharacterized protein DNAJC9-AS1	None
4606	Deleted in azoospermia protein 2	None	Tbio	0	4606	DAZ2	Belongs to the RRM DAZ family.	57055	Q13117	3	ENSP00000371870	Yq11.223	Deleted in azoospermia protein 2	None
4607	Deleted in azoospermia protein 4	None	Tbio	0	4607	DAZ4	Belongs to the RRM DAZ family.	57135	Q86SG3	2	ENSP00000401363	Yq11.23	Deleted in azoospermia protein 4	None
4608	Dysbindin domain-containing protein 1	None	Tdark	0	4608	DBNDD1	Belongs to the dysbindin family.	79007	Q9H9R9	2	ENSP00000306407	16q24.3	Dysbindin domain-containing protein 1	None
4609	Dysbindin domain-containing protein 2	None	Tdark	0	4609	DBNDD2	Belongs to the dysbindin family.	55861	Q9BQY9	3	ENSP00000361795	20q13.12	Dysbindin domain-containing protein 2	None
4610	DCN1-like protein 2	None	Tdark	0	4610	DCUN1D2	None	55208	Q6PH85	1	ENSP00000417706	13q34	DCN1-like protein 2	None
4611	DCN1-like protein 3	None	Tdark	0	4611	DCUN1D3	None	123879	Q8IWE4	1	ENSP00000319482	16p12.3	DCN1-like protein 3	None
4612	DCN1-like protein 4	None	Tdark	0	4612	DCUN1D4	None	23142	Q92564	2	ENSP00000334625	4q12	DCN1-like protein 4	None
4613	m7GpppN-mRNA hydrolase	Enzyme	Tbio	0	4613	DCP2	Belongs to the Nudix hydrolase family. DCP2 subfamily.	167227	Q8IU60	2	ENSP00000373715	5q22.2	m7GpppN-mRNA hydrolase	None
4614	Deoxycytidylate deaminase	Enzyme	Tbio	0	4614	DCTD	Belongs to the cytidine and deoxycytidylate deaminase family.	1635	P32321	2	ENSP00000349576	4q35.1	Deoxycytidylate deaminase	None
4615	Dynactin subunit 2	None	Tbio	0	4615	DCTN2	Belongs to the dynactin subunit 2 family.	10540	Q13561	4	ENSP00000408910	12q13.3	Dynactin subunit 2	None
4616	Dynactin subunit 3	None	Tdark	0	4616	DCTN3	Belongs to the dynactin subunit 3 family.	11258	O75935	1	ENSP00000259632	9p13.3	Dynactin subunit 3	None
4617	dCTP pyrophosphatase 1	Enzyme	Tchem	0	4617	DCTPP1	None	79077	Q9H773	1	ENSP00000322524	16p11.2	dCTP pyrophosphatase 1	None
4618	L-xylulose reductase	Enzyme	Tbio	0	4618	DCXR	Belongs to the short-chain dehydrogenases/reductases (SDR) family.	51181	Q7Z4W1	2	ENSP00000303356	17q25.3	L-xylulose reductase	None
4619	ATP-dependent RNA helicase DDX19A	Enzyme	Tdark	0	4619	DDX19A	Belongs to the DEAD box helicase family. DDX19/DBP5 subfamily.	55308	Q9NUU7	1	ENSP00000306117	16q22.1	ATP-dependent RNA helicase DDX19A	None
4620	DET1- and DDB1-associated protein 1	None	Tbio	0	4620	DDA1	Belongs to the DDA1 family.	79016	Q9BW61	1	ENSP00000352928	19p13.11	DET1- and DDB1-associated protein 1	None
4621	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	Enzyme	Tchem	0	4621	DDAH1	Belongs to the DDAH family.	23576	O94760	3	ENSP00000284031	1p22.3	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	None
4622	Protein DDI1 homolog 1	None	Tdark	0	4622	DDI1	Belongs to the DDI1 family.	414301	Q8WTU0	1	ENSP00000302805	11q22.3	Protein DDI1 homolog 1	None
4623	Probable ATP-dependent RNA helicase DDX47	Enzyme	Tbio	0	4623	DDX47	Belongs to the DEAD box helicase family. DDX47/RRP3 subfamily.	51202	Q9H0S4	1	ENSP00000350698	12p13.1	Probable ATP-dependent RNA helicase DDX47	None
4624	ATP-dependent RNA helicase DDX50	Enzyme	Tbio	0	4624	DDX50	Belongs to the DEAD box helicase family. DDX21/DDX50 subfamily.	79009	Q9BQ39	1	ENSP00000362687	10q22.1	ATP-dependent RNA helicase DDX50	None
4625	Probable ATP-dependent RNA helicase DDX56	Enzyme	Tbio	0	4625	DDX56	Belongs to the DEAD box helicase family. DDX56/DBP9 subfamily.	54606	Q9NY93	1	ENSP00000258772	7p13	Probable ATP-dependent RNA helicase DDX56	None
4626	Probable ATP-dependent RNA helicase DDX58	Enzyme	Tbio	0	4626	DDX58	Belongs to the helicase family. RLR subfamily.	23586	O95786	2	ENSP00000369213	9p21.1	Probable ATP-dependent RNA helicase DDX58	None
4627	Peptide deformylase, mitochondrial	Enzyme	Tchem	0	4627	PDF	Belongs to the polypeptide deformylase family.	64146	Q9HBH1	1	ENSP00000288022	16q22.1	Peptide deformylase, mitochondrial	None
4628	DENN domain-containing protein 1B	None	Tbio	0	4628	DENND1B	None	163486	Q6P3S1	2	ENSP00000356366	1q31.3	DENN domain-containing protein 1B	None
4629	DENN domain-containing protein 4B	None	Tbio	0	4629	DENND4B	None	9909	O75064	4	ENSP00000354597	1q21.3	DENN domain-containing protein 4B	None
